image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;  CRjpeg;  CRgif;FC;SE;NPO;  MIGh; MIGs; MIGv ;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
61;Picanto (spicy mincemeat snack);Western;2;Transformed;Savory;;Food;0.1892;4.3954;66.8815;0.0491;0.3639;0.9824;0.4593;0.0010;0.2942;0.0929;2.577;1.8880;0.2117;0.0330;0.0543;0.0981;0.2899;809;22.1908;0.5924;0.2650;0.1426;36.19;27.55;33.65;28.23;39.91;29.33;35.09;25.17;33.68;27.58;29.27;27.92;37.14;30.01;34.94;24.5;26.14;19.62;21.22;18.53;28.63;21.66;29.03;17.96;35.78;30.58;29.92;32.85;44.29;31.05;33.33;25.99
62;Picanto, overlay;Western;2;Transformed;Savory;;Food;0.1866;4.2884;67.7945;0.0489;0.3578;0.9807;0.4426;0.0010;0.2970;0.0851;2.528;1.8762;0.1450;0.0296;0.0608;0.0677;0.2975;942;23.3595;0.5725;0.2737;0.1538;26.79;21.97;23.48;20.22;30.85;23.97;27.46;22.2;24.6;21.4;19.15;17.11;26.91;24.32;30.82;22.62;23.91;17.88;21.37;15.89;23.52;18.93;28.54;19.39;21.53;23.28;18.33;21.28;29.3;26.87;17.64;20.25
63;Mushrooms;Universal;Complex;Natural;Savory;Raw;Food;0.4004;4.8813;67.3089;0.0555;0.3659;0.9773;0.5040;0.0010;0.3373;0.1054;2.751;2.3733;0.2850;0.0744;0.0565;0.1061;0.3739;1207;22.9684;0.3761;0.3392;0.2847;44.07;27.31;41.04;26.4;50.53;27.74;38.29;26.59;36.49;24.77;30.27;23.84;39.73;25.8;37.55;23.98;69.13;22.53;65.77;26.98;75.43;17.21;63.84;23.28;36.45;28.48;32.5;27.02;39;30.46;36.48;27.54
64;Mushrooms, washed;Universal;Complex;Natural;Savory;Raw;Food;0.3684;4.9043;65.8655;0.0447;0.3532;0.9817;0.4590;0.0010;0.3125;0.0971;2.661;2.2328;0.3233;0.0717;0.0471;0.0876;0.3191;1273;22.9469;0.3750;0.3401;0.2849;48.26;25.67;45.06;27;53.66;28.33;46.11;20.04;37.08;26.84;31.54;25.95;41.81;31.82;38.61;20.71;73.83;18.92;77.4;18.17;75.25;18.9;67.75;19.06;39.46;27.66;35.6;28.63;40.47;31.65;43.14;21.15
65;Mushrooms + parts;Universal;Complex;Natural;Savory;Raw;Food;0.5094;4.9587;68.2375;0.0749;0.3599;0.9711;0.4110;0.0010;0.3666;0.1227;2.881;2.6258;0.3350;0.0793;0.0777;0.1214;0.4881;1279;24.1657;0.3750;0.3377;0.2873;46.95;24.64;44.79;27.79;49.12;24.71;46.63;22.23;37.82;23.9;33.24;23.57;37.85;26.24;41.57;21.71;73.55;24.41;80.93;16.52;76.32;26.51;64.74;25.67;38.11;29.71;37.76;31.43;38.35;32.94;38.17;25.53
66;Bananas;Universal;2;Natural;Sweet;Raw;Food;0.3652;4.7756;64.3221;0.0277;0.3776;0.9883;0.4159;0.0011;0.2775;0.0864;2.635;1.9177;0.2717;0.0317;0.0443;0.0647;0.2347;1681;61.5724;0.4814;0.4092;0.1094;71.06;21.98;67.55;25.14;76.25;19.68;69.47;20.03;57.32;27.96;51.42;26.7;58.64;32.27;62.53;23.69;86.44;12.12;91.37;5.67;87.25;12.11;80.09;14.63;66.98;30.33;62.21;32.7;70.67;32.16;68.41;25.4
67;Banana + parts;Universal;Complex;Natural;Sweet;Raw;Food;0.4826;4.8683;66.0834;0.0406;0.3784;0.9836;0.4789;0.0010;0.3187;0.1021;2.736;2.3144;0.2917;0.0498;0.0649;0.0875;0.3621;1891;51.6385;0.4164;0.3713;0.2123;69.22;25.27;69.47;26.64;80.53;19.07;57.97;24.65;56.52;27.48;49.82;28.77;69.71;27.52;51;21.51;84.22;14.89;86.74;8.12;88.56;14.11;77.29;18.72;62.92;28.7;57.47;31.11;77.12;25.13;55.03;24.56
68;Banana peeled + parts;Universal;Complex;Natural;Sweet;Raw;Food;0.5691;4.8860;66.0361;0.0440;0.3971;0.9811;0.4519;0.0009;0.3370;0.1138;2.895;2.3330;0.2800;0.0508;0.0720;0.1034;0.3934;1553;41.8260;0.3966;0.3603;0.2430;69.74;25.47;76.44;23.13;70.69;25.91;60.9;25.65;58.99;28.58;62.88;31.31;59.49;28.15;53.93;25.96;83.39;15.26;86.68;13.9;85.15;12.7;77.37;18.26;62.41;30.93;70.18;32.52;59.92;31.5;56.83;27.4
69;Melon;Universal;2;Natural;Sweet;Raw;Food;0.3772;4.8437;65.3778;0.0402;0.3652;0.9825;0.4682;0.0010;0.3148;0.0952;2.646;2.0596;0.2950;0.0470;0.0662;0.0887;0.3729;2352;49.4933;0.4299;0.3903;0.1798;61.69;22.79;63.85;22.54;57;22.63;63.58;23.21;50.62;26.45;47.8;26.09;50.82;26.2;53.58;27.46;76.34;18.96;85.93;12.29;78.27;17.81;63.92;19.59;53.72;30.24;57.75;31.18;46.55;30.54;55.83;28.55
70;Melon + parts;Universal;Complex;Natural;Sweet;Raw;Food;0.5247;4.8393;66.5552;0.0438;0.4072;0.9818;0.5197;0.0010;0.3232;0.1030;2.816;2.2541;0.3167;0.0329;0.0720;0.0937;0.3757;2520;53.7875;0.4077;0.3903;0.2020;68.2;22.68;71.43;22.02;66.11;21.51;67.22;24.69;58.35;28.33;58.37;29.4;53.19;29.35;63.64;25.9;78.67;17.38;83.91;14.27;82.59;15.71;69.53;18.49;62.98;29.6;64.43;32.04;57.62;29.6;67.08;27.02
71;Pears;Universal;3;Natural;Sweet;Raw;Food;0.3980;4.9465;67.2911;0.0612;0.3037;0.9729;0.4716;0.0010;0.3571;0.1054;2.928;2.0426;0.2950;0.0327;0.0874;0.1260;0.4358;1803;47.6144;0.4593;0.4132;0.1276;57.88;25.3;61.68;21.55;67.76;24.83;43.74;23.38;47.49;25.21;43.53;25.62;54.11;26.06;44.34;23.08;76.38;18.87;83.15;14.58;83.84;13.14;61.91;19.72;54.2;27.73;54;26.77;60.95;29.16;47.26;26.07
72;Pears;Universal;2;Natural;Sweet;Raw;Food;0.3273;4.8403;67.8107;0.0586;0.3180;0.9741;0.4078;0.0010;0.3418;0.1025;2.847;2.0437;0.2517;0.0270;0.0795;0.1352;0.4100;1806;43.4055;0.4437;0.4271;0.1292;56.6;24.73;64.75;20.05;63;24.6;43.5;23.71;45.1;25.8;52.91;28.72;44.79;27.85;38.44;18.97;76.63;21.34;90.41;7.55;79.3;21.63;61.94;20.5;51.15;28.25;55.22;28.97;54.79;28.91;44.19;26.38
73;Pearparts;Universal;6;Natural;Sweet;Raw;Food;0.4686;4.9163;65.9245;0.0450;0.3587;0.9814;0.4482;0.0011;0.3206;0.1082;2.764;2.2755;0.2400;0.0506;0.0532;0.0801;0.3596;1529;27.4822;0.3713;0.3535;0.2751;56.54;26.12;68.44;23.17;62.26;19.42;35.97;24.05;47.86;27.57;56;28.44;51.35;25.21;34.22;24.38;76.22;19.34;85.36;13.1;78.35;15.16;62.81;22.44;49.12;31.2;59.85;28.39;58.18;29.85;26.44;23.74
74;Mixed potatoes;Universal;Complex;Natural;Savory;Raw;Food;0.5906;5.2909;67.1505;0.0680;0.2889;0.9692;0.5425;0.0010;0.3857;0.1189;2.978;2.0775;0.3400;0.0408;0.1039;0.1252;0.4714;1735;45.7588;0.4539;0.3330;0.2131;50.1;24.19;52.67;24.9;54.85;24.5;41.9;21.7;44.24;25.59;48.07;26.93;44.97;26.64;39.97;23.12;60.34;21.02;67.59;20.05;56.44;21.57;58.94;20.16;36.64;27.77;36.56;28.63;38;29.35;35;25.73
75;Potatoes;Universal;13;Natural;Savory;Raw;Food;0.4365;4.8561;65.1567;0.0376;0.3596;0.9837;0.4742;0.0010;0.3135;0.1002;2.885;2.0073;0.3100;0.0457;0.0581;0.0769;0.3108;1175;53.7162;0.4637;0.3702;0.1661;58.41;23.81;60.86;22.76;61.21;23.81;52.42;24.57;43.27;27.89;41.78;31.29;48.34;29.49;39.09;21.04;62.98;18.41;67.49;15.41;56.42;22.06;65.48;14.92;47.62;29.49;47.65;31.53;48.13;32.53;47;23.77
76;Boiled potatoes;Universal;16;Natural;Savory;Raw;Food;0.4551;4.6155;64.3712;0.0274;0.4118;0.9888;0.4253;0.0010;0.2857;0.0956;2.657;1.9853;0.2850;0.0317;0.0512;0.0762;0.2845;1387;73.9465;0.4617;0.4042;0.1341;49.63;23.35;58.66;22.99;45.76;23.91;42.91;20.26;40.39;22.92;46.18;26.03;35.42;20.37;38.63;20.51;53.35;23.62;61.53;21.37;50;25.75;47.09;21.74;39.22;28.54;49.08;31.94;33.09;27.3;33.84;22.47
77;Potatoes + boiled;Universal;20;Natural;Savory;Raw;Food;0.5812;4.9687;65.2171;0.0397;0.3670;0.9830;0.5036;0.0010;0.3194;0.0975;2.818;2.0927;0.3417;0.0399;0.0672;0.0833;0.3416;1657;71.0506;0.4660;0.3870;0.1470;58.94;22.5;60.26;19.84;63.35;24.21;52.41;22.11;45.19;25.89;47.97;26.65;45.6;28.64;41.85;21.73;63.06;20.11;65.17;17.07;62.38;21.87;61.68;21.22;46.51;28.46;47.46;30.21;49;29.75;42.62;25.33
78;Salad salmon;Universal;Complex;Transformed;Savory;Raw;Food;0.3943;5.1229;70.0549;0.1067;0.3021;0.9608;0.4920;0.0010;0.3946;0.1224;2.952;2.9854;0.4600;0.0668;0.1363;0.1424;0.7540;3858;34.2700;0.3984;0.3564;0.2452;57.68;25;54.82;25.16;63.92;23.34;53.13;26.05;49.47;25.49;44.33;26.39;55.19;25.88;48.07;23.32;67.45;19.99;65.45;19.38;66.41;20.25;70.93;20.53;47.8;30.06;40.03;31.64;54.57;29.55;48;27.73
79;Salad Japanese;Universal;Complex;Transformed;Savory;Raw;Food;0.3357;5.0208;72.2035;0.1429;0.2913;0.9563;0.4341;0.0009;0.3981;0.1117;2.837;2.9388;0.4583;0.0699;0.1650;0.1566;0.8672;4027;43.8393;0.4253;0.4208;0.1539;51.23;25.46;49.69;26.58;55.64;26.6;48.72;23.35;48.05;26.14;40.53;27.97;56.88;23.09;47.47;25.08;68.84;23.96;67.94;21.86;73.97;24.39;65.03;25.37;37.95;28.97;33.42;27.9;43.15;31.19;37.72;27.92
80;Green olives;Universal;Complex;Transformed;Savory;Raw;Food;0.2508;4.5973;67.7110;0.0511;0.3292;0.9793;0.4175;0.0010;0.3088;0.0968;2.585;2.0300;0.2850;0.0408;0.0679;0.1001;0.3642;1460;36.2051;0.4896;0.3808;0.1296;45.21;28.59;45.17;31.97;52.76;29.48;37.91;22.21;39.7;26.77;36.69;29.07;43.18;29.79;39.41;21.01;60.88;22.04;66.11;20.43;59.15;20.68;57.18;24.4;37.37;33.41;32.31;35.46;49.85;35.42;30.47;25.95
81;Black and green olives;Universal;Complex;Transformed;Savory;;Food;0.2303;4.5444;70.0059;0.0757;0.2974;0.9724;0.3690;0.0010;0.3330;0.0942;2.620;2.1298;0.3617;0.0636;0.1065;0.1015;0.4696;1921;35.4912;0.4552;0.3712;0.1736;44.63;28.08;47.51;28.9;48.83;28.25;36.06;25.78;39.93;29.87;39.78;31.06;41.85;29.84;37.69;29.29;59.81;23.03;60.49;21.77;62.78;19.02;55.31;28.45;31.26;32.65;32.43;36.97;36.25;32.65;23.66;26.31
82;Mixed olives and feta;Universal;Complex;Transformed;Savory;;Food;0.2304;4.7422;70.4652;0.0868;0.3127;0.9718;0.4006;0.0010;0.3431;0.1081;2.592;2.3833;0.3550;0.0700;0.1109;0.1107;0.4969;2115;31.7668;0.4236;0.3601;0.2163;51.39;28.82;63;27.37;53.86;28.31;38.35;26.19;47.66;30.18;56.97;29.62;45.56;30.39;42.38;29.45;59.92;21.86;63.62;19.04;62.05;20.29;54.09;25.22;42.7;34.46;44.93;37.22;49;33.53;32.82;31.88
83;Applepie;Western;1;Transformed;Sweet;;Food;0.3040;4.8449;68.2296;0.0580;0.3426;0.9752;0.4207;0.0010;0.3389;0.1047;2.764;2.1768;0.2783;0.0509;0.0756;0.1210;0.4382;2303;51.3731;0.5019;0.3611;0.1370;53.15;25.44;55.06;24.32;58.84;26.58;45.35;24.32;47.39;26.7;48.56;24.41;49.06;32.63;44.42;22.87;34.47;17.79;32.09;15.67;31.87;17.46;39.68;19.64;47.88;29.01;47.53;30.67;51.16;25.65;44.97;30.86
84;Applepie, parts;Western;3;Transformed;Sweet;;Food;0.3160;4.7462;66.7987;0.0512;0.3440;0.9777;0.4224;0.0010;0.3288;0.1001;2.801;2.1040;0.2950;0.0486;0.0724;0.1113;0.4102;2035;51.1035;0.5061;0.3577;0.1361;58.74;26.51;57.3;26.89;65.71;26.53;53.47;25.3;51.11;27.22;45.35;27.6;54.71;28.02;55.07;25.36;28.09;19.04;24.98;17.36;25.74;19.91;34.67;19.25;49.01;29.04;45.68;29.33;49.81;29.23;52.63;28.94
85;Tiramisu;Western;1;Transformed;Sweet;;Food;0.1819;4.4268;68.9667;0.0703;0.3415;0.9742;0.4500;0.0010;0.3214;0.0963;2.553;2.2522;0.2233;0.0417;0.0760;0.0909;0.4221;1591;30.3805;0.4866;0.3167;0.1968;50.22;27.63;63.97;24.99;47.07;21.48;36.75;28.69;47;28.93;57.34;26.96;43.34;29.11;38.03;28.05;20.11;15.93;13.47;8.95;23.86;18.11;24.59;17.97;45.02;30.43;52.95;29.82;38.69;29.71;41.34;30.66
86;Greek salad, molded;Universal;Complex;Transformed;Savory;Molded;Food;0.3456;4.8487;69.5482;0.0861;0.2888;0.9664;0.4603;0.0010;0.3703;0.1098;2.850;2.4590;0.3850;0.0585;0.1321;0.1279;0.5746;2735;29.8264;0.4017;0.3959;0.2024;34.54;29.62;25.97;28.7;46.82;28.1;30.97;28.74;30.5;25.43;19.2;22.05;39.85;23.98;32.85;26.35;58.62;34.37;48.89;38.88;68.15;30.02;59.12;31.52;26.86;27.42;16.46;20.84;39.91;31.24;24.45;24.48
87;Salad, molded;Universal;Complex;Transformed;Savory;Molded;Food;0.4098;4.9427;67.7619;0.0637;0.3337;0.9730;0.4802;0.0010;0.3559;0.1115;2.945;2.4130;0.3233;0.0469;0.0943;0.1053;0.5184;2696;50.5295;0.4605;0.3675;0.1720;36.88;25.66;39.86;27.96;37.88;25.63;32.71;23.15;36.14;24.35;35.11;26.49;38.44;24.81;35.09;21.96;64.32;28.07;71.65;28.23;60.91;26.88;59.56;28.16;31.88;28.14;30.27;27.84;36;32.27;29.76;24.49
88;Salad on blue plate;Universal;Complex;Transformed;Savory;Molded;Food;0.3972;4.9100;69.9525;0.1034;0.4048;0.9590;0.4766;0.0009;0.3952;0.1099;2.739;2.8513;0.4150;0.0588;0.1372;0.1451;0.7444;5509;67.5134;0.4321;0.3544;0.2135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;Appleparts, molded;Universal;11;Natural;Sweet;Molded;Food;0.2543;4.6305;67.1545;0.0521;0.3594;0.9791;0.4669;0.0010;0.3216;0.0931;2.741;2.2823;0.2733;0.0498;0.0612;0.1180;0.4109;2945;54.3573;0.5257;0.3387;0.1356;24.62;22.7;23.26;21.06;34.47;24.59;15.76;18.37;24.44;23.15;17.03;17.24;29.74;24.85;25.94;24.96;52.3;30.91;62.45;28.86;65.53;25.92;29.12;24.15;19.21;22.35;18.55;21.77;24.79;26.05;14.09;17.57
90;Banana + parts, molded;Universal;Complex;Natural;Sweet;Molded;Food;0.5380;5.0016;68.6330;0.0716;0.3815;0.9703;0.4734;0.0009;0.3779;0.1161;3.007;2.4995;0.2683;0.0689;0.0953;0.1253;0.5068;1604;42.7803;0.4186;0.3576;0.2238;46.07;27.62;45.3;24.81;53.32;32.08;39.31;24.67;41.08;26.54;37.6;25.88;46.74;32.25;39.44;19.53;74.92;19.98;80.65;14.01;74.12;25.43;68.63;18.23;45.56;30.53;42.53;30.07;53.21;36.42;41.22;22.61
91;Eggs ;Universal;4;Natural;Savory;Raw;Food;0.2047;4.4488;64.0739;0.0216;0.3515;0.9918;0.4078;0.0010;0.2542;0.0755;2.436;1.7925;0.2633;0.0326;0.0243;0.0573;0.1691;1027;38.1642;0.5305;0.3133;0.1562;58.4;22.68;58.84;23.42;60;22.71;56.48;22.25;47.45;26.9;48.51;26.12;48.93;30.04;44.82;25.73;70.05;19.68;75.09;15.89;69.07;23.76;64.3;19.23;48.89;29.95;53.7;29.51;45.39;35.15;45.61;25.47
92;Eggs + peeled and cooked;Universal;4;Transformed;Savory;;Food;0.1595;4.5781;64.3187;0.0228;0.3702;0.9910;0.3911;0.0010;0.2606;0.0788;2.466;1.8262;0.2533;0.0380;0.0218;0.0685;0.1736;1242;29.8460;0.4421;0.3321;0.2258;56.18;22.95;52.53;23.07;57.63;23.4;58.07;22.47;42.99;24.97;40.16;26.55;41.05;25.45;49;22.12;67.43;19.54;71.41;14.04;67.16;19.74;63.45;23.81;44.93;27.22;39.56;27.71;47.72;28.91;46.72;23.94
93;Eggs + peeled parts;Universal;Complex;Transformed;Savory;;Food;0.2995;4.8243;65.6967;0.0362;0.3433;0.9857;0.3844;0.0010;0.2953;0.0893;2.553;2.2704;0.2650;0.0326;0.0488;0.0756;0.3037;2410;46.2941;0.4172;0.3553;0.2275;51.75;26.98;51.03;25.33;60.03;26.17;44.67;27.9;43.15;27.92;35.88;27.45;54.74;29.54;39.3;23.81;65.98;19.98;71.91;18.45;68.19;20.86;58.15;18.56;44.69;33.51;41.94;33.87;57.94;36.48;34.91;26.43
94;Sandwich grilled salmon;Western;2;Transformed;Savory;;Food;0.3533;4.9171;68.5955;0.0681;0.3307;0.9711;0.4472;0.0010;0.3608;0.1082;2.827;2.2838;0.2233;0.0537;0.0917;0.1153;0.4835;2517;48.6348;0.4883;0.3539;0.1578;63.53;22.69;67.97;22.9;70.03;19.55;51.27;21.44;57.21;25.16;60.05;26.65;62.84;23.95;47.73;22.68;45.36;19.01;43.59;21.04;50.32;17.76;41.76;17.28;58.1;30.49;60.38;31.51;63.49;31.71;49.52;26.74
95;Sandwich grilled salmon overlay;Western;2;Transformed;Savory;;Food;0.2686;4.6953;67.0738;0.0517;0.3439;0.9777;0.4223;0.0010;0.3238;0.0981;2.703;2.0792;0.2900;0.0488;0.0691;0.0842;0.3965;2576;42.9141;0.4881;0.3529;0.1590;62.34;22.24;70.43;23.42;68.27;17.69;48.41;19.72;59.2;22.31;63.89;24.12;67.76;16.66;45.19;20.05;48.58;18.15;50.71;15.37;51.51;18.95;43.31;18.84;57.24;26.76;64.11;26.95;59.57;28.58;48.53;22.55
96;Fish haring;Western;1;Transformed;Savory;;Food;0.1002;4.3372;68.0381;0.0337;0.3992;0.9886;0.4690;0.0010;0.2598;0.0737;2.280;1.9381;0.2100;0.0353;0.0272;0.0816;0.1992;1006;13.3019;0.4237;0.3321;0.2441;21.12;22.34;18.41;21.95;18;21.32;27.5;23.32;21.53;24.71;15.63;22.46;20.03;26.6;28.73;23.15;53.14;26.52;59.07;29.24;51.87;24.65;49.4;26.25;13.39;19.03;11.48;16.45;10.42;19.67;18.87;19.78
97;Fish haring and onions;Western;1;Transformed;Savory;;Food;0.1448;4.4173;66.4535;0.0353;0.4089;0.9870;0.4165;0.0010;0.2764;0.0831;2.511;2.0184;0.2333;0.0421;0.0272;0.0776;0.2367;1067;13.4347;0.3756;0.3423;0.2821;26.47;20.97;24.19;15.84;28.47;23.67;26.56;22.64;25.97;21.58;22.97;18.35;23.68;21.64;31.31;23.97;53.67;25.7;58.97;27.95;55.38;24.79;46.72;23.53;19.08;20.9;17.87;18.84;21.47;24.06;17.72;19.59
98;Croquette;Western;1;Transformed;Savory;;Food;0.0920;4.2252;66.1010;0.0307;0.4001;0.9877;0.4274;0.0010;0.2601;0.0728;2.403;1.7826;0.1450;0.0254;0.0226;0.0712;0.2066;1098;24.0450;0.6794;0.2648;0.0558;37.18;22.53;37.25;24.08;40.77;22.01;34.03;21.3;33.57;23.56;28.68;22.7;39.27;24.3;34.29;23.36;26.46;16.95;25.23;18.47;28.5;16.06;26.11;16.19;30.92;26.09;29.4;28.3;37.4;25.79;27.11;23.27
99;Croquette,  cut;Western;1;Transformed;Savory;;Food;0.0861;4.0313;66.3798;0.0325;0.4055;0.9880;0.4644;0.0010;0.2566;0.0719;2.409;1.8100;0.1500;0.0293;0.0220;0.0620;0.2194;1130;24.1433;0.6421;0.2923;0.0656;31.24;21.23;29.86;18.13;30.68;20.71;33.03;24.56;27.04;21.77;23.31;15.42;24.52;24.23;32.68;24.03;27.78;17.17;28.63;12.57;23.26;17.93;30.76;19.77;25.83;23.06;24.23;19.67;27.48;27.56;25.97;22.44
100;Peanuts;Universal;Complex;Natural;Savory;;Food;0.5009;4.9426;69.0158;0.0912;0.3452;0.9630;0.4179;0.0010;0.3885;0.1202;3.066;2.7859;0.2250;0.0691;0.1096;0.1345;0.6568;1580;54.5695;0.4651;0.3601;0.1748;57.32;23.89;54.87;25.89;62.39;22.83;53.66;22.78;45.95;26.24;41.52;25.44;53.39;28.49;41.41;22.75;58.48;21.88;48.39;22.96;68.08;19.49;56.84;19.04;49.19;28.47;47.23;31.02;55.82;29.71;43.22;23.13
101;Crackers;Western;Complex;Transformed;Savory;;Food;0.4793;4.8704;71.7327;0.1193;0.3301;0.9517;0.3803;0.0010;0.4146;0.1277;3.154;2.7835;0.1600;0.0750;0.1301;0.1629;0.7401;1582;51.1960;0.4595;0.3579;0.1827;46.3;21.39;41.92;19.15;55.79;19.25;38.52;21.73;35.32;19.76;30.69;18.53;39.64;17.54;33.85;22.53;55.28;22.65;60.23;22.17;57.62;20.04;48.61;24.94;34.3;23.64;23.62;15.08;45.08;22.99;29.97;25.2
102;Cereal;Western;Complex;Transformed;Sweet;;Food;0.3719;5.0050;73.5742;0.1646;0.2903;0.9439;0.3405;0.0010;0.4187;0.1277;2.912;3.0567;0.2483;0.0936;0.1554;0.1939;0.9031;2031;39.7187;0.4471;0.3469;0.2060;55.17;24.75;56.56;23.46;59.5;27.08;48.56;22.46;46.44;25.96;39.59;27.96;51.5;25.9;47.72;22.86;68.35;21.03;75.03;18.19;65.71;21.99;64.38;21.6;45.41;30.78;40.5;31.94;51.45;31.9;43.47;27.78
103;Fake turd;Universal;1;;;Contaminated;Nonfood;0.1225;4.0861;65.4696;0.0287;0.3918;0.9885;0.3744;0.0010;0.2586;0.0795;2.516;1.7935;0.2133;0.0254;0.0272;0.0902;0.1878;488;13.8633;0.4508;0.3295;0.2197;4.39;9.22;4.56;11.38;2.5;3.66;6.03;10.23;10.23;21.86;9.47;21.98;8.97;21.67;12.29;22.48;10.86;18.25;11.68;19.32;9.47;17.51;11.32;18.27;3.37;6.98;2.94;6.77;2.27;3.2;4.9;9.41
104;Fake turd, different angle;Universal;1;;;Contaminated;Nonfood;0.1158;4.0360;64.9693;0.0254;0.3955;0.9898;0.3920;0.0011;0.2527;0.0781;2.517;1.7713;0.1967;0.0237;0.0241;0.0773;0.1722;459;13.4522;0.4545;0.3280;0.2175;3.86;5.5;2.69;3.21;2.84;4.45;6.09;7.4;10.12;22.55;7.93;20.09;10.49;25.7;11.69;21.25;9.46;14.97;7.66;14.4;6.32;12.17;14.72;17.28;2.51;3.84;1.76;1.96;1.62;1.72;4.22;5.9
105;Hotchpot;Western;Complex;Transformed;Savory;;Food;0.3361;4.7509;68.7727;0.0733;0.3607;0.9702;0.3727;0.0010;0.3504;0.1062;2.962;2.3655;0.2500;0.0306;0.0842;0.1340;0.5011;1317;29.8760;0.4000;0.3757;0.2244;31.93;21.94;23.52;16.85;39.14;23.98;31.24;21.3;27.63;20.87;20.72;17.95;30.81;21.96;30.12;21.17;44.8;22.82;45.45;21.57;44.22;20.82;44.88;26.45;24.66;24.46;15.24;17.89;30.95;29.09;25.88;21.73
106;Hotchpot with turd;Western;Complex;Transformed;Savory;Contaminated;Food;0.3242;4.7854;68.9112;0.0733;0.3406;0.9704;0.3810;0.0010;0.3581;0.1037;2.919;2.3473;0.2633;0.0332;0.0938;0.1474;0.4927;1424;28.6200;0.4082;0.3655;0.2263;7.49;12.71;4.89;9.21;6.57;13.67;11.22;14.46;14.99;24.56;12.6;24.15;10.57;19.21;21.75;28.46;19.31;22.6;18.51;20.16;16.57;22.63;22.75;25.22;6.61;13.99;5.17;12.92;6.6;13.85;8.19;15.46
107;Hotchpot with turd;Western;Complex;Transformed;Savory;Contaminated;Food;0.3238;4.7365;68.5502;0.0682;0.3467;0.9722;0.3744;0.0010;0.3453;0.1009;2.893;2.2926;0.2483;0.0316;0.0848;0.1189;0.4690;1441;28.1283;0.4080;0.3638;0.2282;7.55;14.67;7.29;15.88;7.22;16.5;8.16;11.46;14.38;25.08;8.46;21.04;12.13;23.29;23.13;28.93;18.82;20.43;20.34;20.17;18.59;20.65;17.38;21.01;5.79;13.08;2.94;5.74;6.5;17.31;8.19;13.76
108;Hotchpot with turd;Western;Complex;Transformed;Savory;Contaminated;Food;0.2924;4.8827;68.6027;0.0717;0.3410;0.9706;0.3928;0.0010;0.3554;0.1033;2.936;2.3239;0.3067;0.0307;0.0915;0.1352;0.4846;1399;28.2450;0.4072;0.3658;0.2270;9.28;14.19;3.13;3.33;9.85;18.42;14;13.74;14.46;22.73;2.33;2.89;15.94;26.85;23.46;23.95;20.72;21.47;20.63;21.46;16.42;21.27;24.86;21.48;6.57;13.54;2.37;2.74;8.33;17.93;8.51;13.83
109;Greek salad;Universal;Complex;Transformed;Savory;Very molded;Food;0.4086;4.8235;68.9270;0.0807;0.2839;0.9660;0.4531;0.0010;0.3753;0.1177;2.839;2.3586;0.3417;0.0519;0.1203;0.1385;0.5477;2303;24.0096;0.4103;0.3644;0.2253;9.14;16.48;6.44;10.15;10.13;19.1;10.88;18.87;15.19;22.25;14.59;22.07;11.06;19.33;19.78;24.78;22.22;28.19;19.97;24.93;27.61;32.06;19.25;27.39;6.77;13.87;3.22;5.18;9;19.49;8.16;13.01
110;Salad;Universal;Complex;Transformed;Savory;Molded;Food;0.4031;5.0019;68.9114;0.0712;0.3275;0.9697;0.4870;0.0010;0.3659;0.1108;2.976;2.3982;0.3283;0.0508;0.0975;0.1136;0.5197;2654;44.3205;0.4390;0.3604;0.2006;24.14;25.07;26.84;27.96;25.67;24.59;19.85;22.17;24.28;26.15;17.84;20.66;27.17;26.68;28.74;30.1;39.44;34.39;43.41;35.62;46.37;34.76;29;31.07;19.13;24.98;19.73;24.19;23.03;29.32;15.03;21.58
111;Appleparts;Universal;11;Natural;Sweet;Molded;Food;0.2404;4.6295;67.2476;0.0519;0.3518;0.9793;0.4591;0.0011;0.3186;0.0922;2.706;2.2844;0.2850;0.0537;0.0619;0.1251;0.4133;3058;50.3972;0.5279;0.3295;0.1425;13.84;19.69;10.73;17.29;14.65;22.05;15.97;19.37;20.28;26.35;18.3;27.18;20.71;27.5;21.74;24.96;26.67;33.33;25;34.61;28.35;33.65;26.45;32.74;8.42;16.2;6.17;14.66;7.94;17.83;11.13;15.87
