image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;CRjpeg;CRgif;FC;SE;NPO;MIGh;MIGs;MIGv;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
558;Grilled rice balls, cut;Asian;3;Transformed;Savory;;Food;26.34.00;90.14.00;125.23.00;6.12;62.14.00;164.13.00;66.45.00;0.13;43.56.00;13.43;10.40;155.34.00;37.47.00;8.16;6.33;10.34;46.49.00;1289;60.36.00;86.14.00;58.44.00;21.42;47.39.00;26.12.00;45.45.00;22.34;41.52.00;22.59;54.24.00;31.22.00;41.02.00;26.38.00;38.16.00;25.08.00;33.42.00;21.16;51.04.00;30.4;35.6;19.52;30.45.00;17.31;33.19.00;17.35;44.33.00;21.47;40.57.00;31.03.00;34.58.00;30.04.00;37.36.00;27.06.00;51.07.00;33.34.00
559;Chicken rice;Asian;Complex;Transformed;Savory;;Food;29.48.00;66.44.00;214.59.00;5.35;65.15.00;164.16.00;66.34.00;0.13;43.53.00;14.10;11.42;151.22.00;25.50.00;6.34;6.02;12.13;45.20.00;1429;104.19.00;97.43.00;53.50.00;15.08;61.21.00;20.04;66.39.00;16.56;58.12.00;19.24;58.03.00;23.57;49.02.00;22.59;50.55.00;23.37;44.59.00;23.29;52.13.00;21.59;48.13.00;20.3;53.08.00;21.37;47.37.00;20.36;44.57.00;19.3;51.31.00;29.06.00;48.26.00;29.18.00;51.03.00;29.01.00;53.53.00;30.13.00
560;Chicken rice;Asian;Complex;Transformed;Savory;;Food;62.23.00;120.11.00;76.37.00;9.05;58.18.00;162.36.00;67.52.00;0.12;53.51.00;17.43;16.27;18.55;18.53;5.58;9.24;16.40;72.08.00;1463;133.52.00;101.53.00;52.59.00;11.47;50.06.00;23.33;54.08.00;23.13;48.3;21.16;46.03.00;25.42.00;40.17.00;25.01.00;37.45.00;27.13.00;40.4;25.25.00;43.34.00;23.12;45.26.00;21.05;53.24.00;19.9;40.5;20.5;39.51.00;20.39;43.37.00;29.52.00;40.06.00;31.29.00;44.4;29.36.00;45.34.00;28.54.00
561;Rice dish cooked with chicken and burdock;Asian;Complex;Transformed;Savory;;Food;27.33.00;95.03.00;82.59.00;5.39;65.29.00;164.24.00;70.00.00;0.13;42.45.00;13.50;10.40;157.02.00;36.23.00;5.50;5.52;12.06;40.11.00;1186;66.45.00;70.43.00;59.09.00;36.48.00;53.39.00;19.42;50.44.00;19.38;51.29.00;20.29;58.53.00;19.19;45.16.00;24.11.00;40.03.00;21.54;41.58.00;25.06.00;53.31.00;23.03;52.5;19.5;58.44.00;18.05;52.21.00;20.15;48.32.00;20.04;51.26.00;28.17.00;43.06.00;30.41.00;47.32.00;27.32.00;62.08.00;24.13.00
562;Rice dish cooked with chiken and burdock, spreaded;Asian;Complex;Transformed;Savory;;Food;65.17.00;148.30.00;99.08.00;8.38;58.08.00;163.00.00;70.31.00;0.12;52.43.00;16.35;16.22;33.54.00;35.33.00;7.15;12.17;16.24;67.29.00;1315;164.38.00;70.30.00;59.38.00;36.31.00;54.42.00;23.02;50.45.00;22.7;59.04.00;22.35;54.8;24.02.00;44.23.00;22.9;42.39.00;22.52;45.19.00;23.22;46.33.00;24.02.00;50.09.00;20.54;51.47.00;21.02;52.04.00;20.23;47.03.00;21.47;49.5;30.32.00;46.29.00;31.33.00;53.12.00;30.26.00;49.57.00;29.07.00
563;Rice burger, cut;Asian;1;Transformed;Savory;;Food;18.29;76.15.00;106.42.00;3.30;66.47.00;165.17.00;61.55.00;0.13;39.04.00;11.47;9.16;135.10.00;31.07.00;6.03;3.52;8.59;28.34.00;1084;149.03.00;75.01.00;61.06.00;30.34.00;42.25.00;22.04;35.23.00;21;45.32.00;20.09;46.53.00;24.09.00;37.23.00;23.09;27.26.00;21.29;39.18.00;21.25;45.37.00;23.14;37.1;19.02;37.8;20.27;32.19.00;17.06;42.14.00;18.14;34.15.00;25.23.00;27.37.00;25.54.00;34.46.00;23.01;40.34.00;25.35.00
564;Rice burger, cut;Asian;1;Transformed;Savory;;Food;17.18;61.19.00;145.12.00;4.11;65.45.00;165.02.00;63.04.00;0.13;39.24.00;11.03;8.42;134.36.00;33.53.00;5.13;4.55;10.32;31.46.00;1202;36.04.00;76.16.00;59.08.00;31.16.00;32.54.00;25.23.00;22.22;21.06;28.9;24.53.00;47.24.00;24.36.00;30.13.00;25.17.00;21.06;19.04;26.37.00;24.04.00;44.05.00;26.29.00;29.18.00;19.03;26.31.00;19.3;29.37.00;18.49;32.35.00;18.15;21.38;24.08.00;16.34;18.29;26.58.00;28.21.00;45.14.00;25.20.00
565;Breadfruit, whole;Asian;1;Natural;Sweet;raw;Food;58.13.00;153.56.00;127.49.00;14.53;47.22.00;160.09.00;61.52.00;0.14;62.52.00;18.06;16.40;42.54.00;32.13.00;9.02;21.45;22.07;105.53.00;2298;111.43.00;80.44.00;65.12.00;20.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
566;Breadfruit, half;Asian;1;Natural;Sweet;raw;Food;63.38.00;59.58.00;73.22.00;6.33;51.41.00;164.21.00;64.36.00;0.15;47.18.00;13.02;8.15;57.22.00;36.23.00;7.44;9.47;10.49;58.52.00;2514;40.20.00;59.13.00;58.16.00;49.11.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;Breadfruit, two parts;Asian;2;Natural;Sweet;raw;Food;53.37.00;116.46.00;154.34.00;6.20;60.43.00;164.08.00;70.40.00;0.15;46.13.00;15.04;10.23;8.37;41.07.00;7.43;7.51;12.26;49.07.00;1781;187.27.00;62.53.00;59.21.00;44.26.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
568;Breadfruit, small parts;Asian;10;Natural;Sweet;raw;Food;58.54.00;137.02.00;131.15.00;7.17;63.27.00;163.50.00;73.16.00;0.14;48.50.00;16.17;9.14;41.16.00;45.33.00;9.03;9.03;12.51;59.40.00;2136;114.29.00;63.26.00;59.47.00;43.27.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
569;Carambola, whole;Asian;1;Natural;Sweet;raw;Food;18.57;67.49.00;155.14.00;3.03;66.38.00;165.28.00;68.31.00;0.14;39.20.00;13.09;10.05;125.37.00;38.37.00;5.18;3.03;9.52;27.15.00;1016;159.06.00;75.24.00;76.32.00;14.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
570;Carambola, two parts;Asian;2;Natural;Sweet;raw;Food;21.00;83.31.00;118.29.00;3.30;67.36.00;165.18.00;75.16.00;0.14;41.28.00;13.07;10.18;138.54.00;41.57.00;6.10;4.02;11.21;32.33.00;1294;71.27.00;70.33.00;69.29.00;26.38.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
571;Carambola, small parts;Asian;7;Natural;Sweet;raw;Food;31.59.00;64.26.00;116.31.00;3.49;66.10.00;165.07.00;67.43.00;0.14;41.30.00;12.55;10.38;147.32.00;44.27.00;4.52;5.33;10.05;34.44.00;1344;163.23.00;72.01.00;70.53.00;23.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
572;Carambola, small parts;Asian;11;Natural;Sweet;raw;Food;37.20.00;92.43.00;200.03.00;5.06;66.07.00;164.33.00;68.05.00;0.14;45.36.00;15.04;12.19;165.50.00;40.00.00;5.37;7.42;13.09;44.57.00;1436;97.02.00;70.01.00;69.29.00;27.09.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;Cherimoya, whole;Western;1;Natural;Sweet;raw;Food;29.28.00;67.07.00;122.26.00;4.13;63.30.00;164.53.00;72.03.00;0.14;42.33.00;12.50;11.04;131.42.00;41.23.00;4.55;4.58;10.57;33.07.00;1003;54.51.00;69.48.00;68.54.00;27.59.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;Cherimoya, two parts;Western;2;Natural;Sweet;raw;Food;42.23.00;135.11.00;113.30.00;6.29;57.37.00;164.05.00;65.12.00;0.14;48.12.00;14.44;10.24;7.22;44.27.00;7.45;7.12;14.45;47.46.00;2003;178.12.00;63.38.00;61.52.00;41.09.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;Cherimoya, small parts;Western;4;Natural;Sweet;raw;Food;35.48.00;102.51.00;127.43.00;7.21;65.23.00;164.03.00;65.33.00;0.14;47.36.00;14.44;10.07;13.57;43.20.00;8.05;6.57;10.58;53.21.00;1898;146.34.00;65.30.00;60.39.00;40.30.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
576;Cocoapod, whole;Western;1;Natural;Sweet;raw;Food;41.35.00;85.38.00;209.32.00;9.04;53.45.00;162.45.00;60.53.00;0.15;50.54.00;15.07;12.23;145.35.00;30.50.00;7.34;13.36;15.27;55.34.00;1249;92.47.00;81.25.00;45.58.00;39.17.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;Cocoapod, whole and cut;Western;2;Natural;Sweet;raw;Food;36.20.00;5.06;186.48.00;14.55;52.22.00;161.16.00;58.11.00;0.15;57.16.00;16.50;12.04;55.11.00;53.03.00;10.27;14.43;21.39;95.14.00;2839;44.00.00;74.00.00;59.03.00;33.38.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
578;Cocoapod, two parts;Western;3;Natural;Sweet;raw;Food;48.33.00;119.49.00;83.41.00;10.34;60.05.00;162.50.00;75.57.00;0.14;53.29.00;16.02;12.47;55.31.00;46.23.00;10.22;12.01;16.38;67.44.00;1963;121.38.00;69.10.00;57.58.00;39.32.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579;Curuba, whole;Western;3;Natural;Sweet;raw;Food;40.32.00;129.59.00;145.26.00;5.05;56.56.00;164.30.00;76.04.00;0.14;47.00.00;14.34;13.38;140.45.00;43.53.00;6.10;7.22;14.16;40.05.00;1425;99.44.00;70.18.00;74.03.00;22.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;Curuba, cut;Western;5;Natural;Sweet;raw;Food;46.47.00;101.09.00;103.20.00;6.32;56.00.00;163.54.00;62.52.00;0.14;49.20.00;14.25;10.19;167.17.00;45.00.00;7.33;10.06;15.36;56.18.00;2983;133.56.00;76.37.00;64.36.00;25.27.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;Feijoa, whole;Western;3;Natural;Sweet;raw;Food;35.33.00;104.11.00;66.42.00;5.17;58.54.00;164.33.00;70.49.00;0.15;45.32.00;15.07;9.50;141.28.00;39.10.00;6.33;7.49;10.34;36.15.00;653;18.54;62.32.00;74.07.00;30.01.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;Feijoa, whole and parts;Western;3;Natural;Sweet;raw;Food;22.02;109.25.00;87.14.00;6.00;63.21.00;164.11.00;69.17.00;0.15;46.48.00;14.19;10.58;149.12.00;42.30.00;7.13;7.28;12.37;44.07.00;1412;172.01.00;63.10.00;64.53.00;38.37.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;Feijoa, whole and parts;Western;5;Natural;Sweet;raw;Food;36.26.00;117.16.00;218.26.00;6.50;63.31.00;163.55.00;68.51.00;0.14;49.23.00;14.52;12.44;3.35;48.53.00;8.11;8.18;14.23;51.31.00;1735;65.40.00;64.20.00;64.39.00;37.41.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
584;Grenadilla, whole;Western;1;Natural;Sweet;raw;Food;20.53;68.17.00;128.35.00;4.28;66.21.00;164.50.00;72.59.00;0.15;42.19.00;12.01;8.47;139.25.00;40.00.00;6.41;4.22;10.53;34.50.00;2150;142.00.00;96.11.00;57.12.00;13.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;Grenadilla, parts;Western;2;Natural;Sweet;raw;Food;34.48.00;110.06.00;124.12.00;8.21;60.26.00;163.31.00;66.14.00;0.15;49.29.00;14.35;9.30;26.07.00;45.00.00;8.27;9.38;14.29;59.58.00;2433;95.12.00;68.59.00;59.53.00;37.49.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;Grenadilla, cut;Western;3;Natural;Sweet;raw;Food;39.47.00;134.33.00;89.46.00;8.32;59.10.00;163.22.00;63.42.00;0.14;51.43.00;15.31;11.03;33.48.00;45.00.00;9.10;10.21;15.53;64.07.00;2358;126.00.00;67.14.00;59.10.00;40.16.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;Grenadilla, cut;Western;3;Natural;Sweet;raw;Food;42.38.00;122.28.00;117.37.00;8.53;60.29.00;163.12.00;63.05.00;0.14;52.13.00;15.30;10.03;37.43.00;46.40.00;8.49;10.34;17.34;67.02.00;2296;50.10.00;68.03.00;59.33.00;39.04.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;Kiwano, whole;African;1;Natural;Sweet;raw;Food;38.16.00;110.48.00;165.47.00;5.51;57.37.00;164.13.00;71.01.00;0.14;47.28.00;14.04;12.09;150.08.00;33.20.00;6.49;5.00;12.54;46.54.00;2099;195.17.00;103.55.00;54.09.00;8.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;Kiwano, parts;African;2;Natural;Sweet;raw;Food;46.17.00;124.06.00;225.46.00;9.30;55.22.00;162.59.00;68.49.00;0.14;51.42.00;14.36;10.51;38.43.00;49.43.00;7.14;8.16;16.52;66.57.00;3855;206.58.00;90.23.00;66.49.00;9.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;Kiwano, parts;African;3;Natural;Sweet;raw;Food;54.47.00;127.54.00;91.52.00;13.11;53.49.00;162.05.00;63.09.00;0.14;55.15.00;14.52;11.54;42.48.00;54.43.00;6.28;11.13;18.54;81.47.00;3948;154.44.00;92.43.00;62.48.00;11.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
591;Kiwano, parts;African;3;Natural;Sweet;raw;Food;49.03.00;128.16.00;178.22.00;12.44;54.38.00;162.07.00;61.32.00;0.14;54.54.00;15.57;12.21;51.02.00;49.43.00;7.32;12.30;21.39;79.39.00;3792;87.57.00;85.24.00;69.36.00;11.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
592;Lucuma, whole;Western;1;Natural;Sweet;raw;Food;19.43;37.30.00;166.14.00;4.35;65.20.00;164.45.00;70.49.00;0.15;41.45.00;11.24;10.06;125.36.00;31.57.00;6.26;4.46;14.17;30.47.00;990;38.26.00;77.29.00;63.23.00;25.48.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
593;Lucuma, parts;Western;2;Natural;Sweet;raw;Food;23.26;83.29.00;128.24.00;5.53;65.36.00;164.38.00;68.42.00;0.15;44.00.00;12.50;7.37;156.15.00;42.47.00;7.00;5.17;12.51;39.01.00;1828;180.13.00;89.20.00;66.16.00;11.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;Naranjilla, whole;Western;3;Natural;Sweet;raw;Food;39.20.00;127.46.00;120.23.00;4.19;56.59.00;164.57.00;69.13.00;0.15;43.50.00;13.41;12.03;139.28.00;46.07.00;6.38;4.50;12.01;36.16.00;1533;124.30.00;109.27.00;50.48.00;6.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
595;Naranjilla, whole and parts;Western;5;Natural;Sweet;raw;Food;48.50.00;166.45.00;124.16.00;6.44;54.46.00;163.50.00;62.54.00;0.13;48.54.00;14.46;12.08;7.12;53.53.00;6.42;8.04;16.22;53.10.00;2800;151.42.00;92.11.00;62.58.00;11.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
596;Pepino, whole;Western;1;Natural;Sweet;raw;Food;20.03;81.27.00;229.54.00;4.55;68.35.00;165.04.00;71.20.00;0.14;41.38.00;12.27;7.25;149.50.00;40.17.00;8.30;4.21;11.22;38.10.00;1940;56.46.00;74.43.00;62.49.00;29.08.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;Pepino, two parts;Western;2;Natural;Sweet;raw;Food;26.37.00;93.27.00;136.09.00;3.36;72.28.00;165.21.00;68.48.00;0.14;40.32.00;13.05;9.21;141.29.00;37.47.00;6.54;3.31;8.45;30.28.00;1252;70.24.00;78.32.00;66.47.00;21.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
598;Pepino, parts and slices;Western;6;Natural;Sweet;raw;Food;37.28.00;91.05.00;73.37.00;3.39;71.56.00;165.14.00;69.36.00;0.14;41.27.00;13.32;11.05;141.08.00;38.37.00;6.43;4.52;9.17;34.06.00;1474;123.37.00;76.00.00;66.15.00;24.25.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
599;Pitahaya_purple, whole;Asian;1;Natural;Sweet;raw;Food;41.38.00;130.53.00;96.59.00;7.39;53.36.00;163.33.00;66.47.00;0.14;50.08.00;12.35;10.12;4.50;53.53.00;8.45;10.26;14.46;59.27.00;3953;90.44.00;91.58.00;46.18.00;28.24.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
600;Pitahaya_purple, two parts;Asian;2;Natural;Sweet;raw;Food;50.44.00;146.53.00;224.30.00;14.28;55.11.00;161.42.00;70.52.00;0.14;57.32.00;15.44;13.20;67.03.00;50.00.00;10.23;11.24;22.59;89.17.00;4134;119.58.00;70.51.00;50.09.00;45.39.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
601;Pitahaya_purple, parts and slices;Asian;5;Natural;Sweet;raw;Food;65.44.00;150.38.00;198.41.00;14.21;56.22.00;161.40.00;68.47.00;0.14;58.32.00;16.40;16.14;78.19.00;58.20.00;10.10;12.58;20.30;94.51.00;4380;139.51.00;72.16.00;47.40.00;46.44.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;Pitahaya_purple, parts and slices;Asian;3;Natural;Sweet;raw;Food;40.48.00;124.08.00;201.33.00;11.14;60.29.00;163.05.00;63.20.00;0.14;50.45.00;14.34;11.39;34.37.00;53.37.00;8.45;9.04;17.51;64.19.00;3492;164.02.00;68.26.00;53.29.00;44.45.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;Pitahaya_yellow, whole;Asian;1;Natural;Sweet;raw;Food;23.59;83.12.00;224.50.00;4.30;63.36.00;164.52.00;71.48.00;0.15;42.25.00;12.40;9.31;136.19.00;44.27.00;6.15;4.36;12.53;35.41.00;1879;170.02.00;82.16.00;72.01.00;12.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
604;Pitahaya_yellow, two parts;Asian;2;Natural;Sweet;raw;Food;35.45.00;134.30.00;132.49.00;7.20;59.38.00;163.43.00;71.28.00;0.14;49.35.00;14.49;12.47;162.10.00;48.37.00;7.33;8.05;14.43;58.45.00;2106;75.53.00;72.22.00;63.56.00;30.22.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
605;Pitahaya_yellow, parts and slices;Asian;3;Natural;Sweet;raw;Food;41.29.00;150.53.00;119.25.00;8.09;58.35.00;163.27.00;67.08.00;0.14;51.03.00;15.30;13.27;10.59;52.47.00;9.09;10.17;14.40;62.19.00;2082;161.44.00;70.37.00;62.28.00;33.35.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
606;Pitahaya_yellow, parts and slices;Asian;5;Natural;Sweet;raw;Food;40.01.00;96.29.00;229.48.00;8.17;63.04.00;163.36.00;59.58.00;0.14;49.05.00;14.47;11.25;15.16;48.53.00;7.41;8.44;15.23;60.13.00;2274;46.31.00;69.17.00;62.24.00;34.59.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;Rambutan, whole;Asian;6;Natural;Sweet;raw;Food;40.06.00;128.28.00;125.11.00;19.52;55.30.00;161.10.00;73.07.00;0.14;56.59.00;17.00;9.12;30.26.00;50.17.00;10.40;14.39;22.33;90.44.00;2799;64.13.00;105.37.00;37.47.00;23.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
608;Rambutan, whole and cut;Asian;8;Natural;Sweet;raw;Food;21.46;151.32.00;109.08.00;19.14;55.33.00;161.15.00;63.54.00;0.14;56.37.00;16.43;10.03;42.34.00;51.23.00;10.41;15.11;21.25;91.13.00;3092;48.37.00;88.03.00;48.24.00;30.13.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;Rambutan, cut and peeled;Asian;6;Natural;Sweet;raw;Food;17.43;100.37.00;70.56.00;8.37;68.04.00;164.26.00;75.09.00;0.14;44.14.00;13.26;6.48;160.34.00;41.40.00;9.13;5.15;13.03;43.17.00;2324;126.52.00;69.16.00;56.53.00;40.30.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;Salak, whole;Asian;4;Natural;Sweet;raw;Food;41.06.00;126.30.00;128.51.00;12.56;53.40.00;162.15.00;70.51.00;0.15;54.27.00;17.51;11.54;8.35;33.37.00;7.11;17.19;17.24;67.39.00;1256;126.41.00;89.11.00;46.45.00;30.45.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;Salak, whole and peeled;Asian;4;Natural;Sweet;raw;Food;15.47;103.18.00;131.39.00;11.05;59.40.00;162.49.00;62.49.00;0.14;50.48.00;15.25;10.09;2.02;37.13.00;7.54;12.31;18.02;65.24.00;1995;97.39.00;74.21.00;54.47.00;37.32.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;Salak, whole and peeled;Asian;4;Natural;Sweet;raw;Food;23.49;108.30.00;141.53.00;8.01;60.15.00;163.40.00;61.29.00;0.14;48.52.00;15.02;10.26;155.46.00;44.27.00;8.50;11.36;15.58;51.27.00;1677;141.56.00;70.42.00;58.10.00;37.49.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;Sopropo, two parts;Asian;2;Natural;Sweet;raw;Food;69.47.00;133.30.00;81.31.00;10.43;48.48.00;161.58.00;70.15.00;0.15;57.46.00;18.03;15.47;21.54;47.47.00;6.19;17.29;18.11;79.05.00;1439;47.48.00;65.02.00;77.02.00;24.36.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;Sopropo, parts and slices;Asian;10;Natural;Sweet;raw;Food;67.53.00;159.57.00;145.17.00;9.46;51.47.00;162.30.00;79.14.00;0.14;56.44.00;17.17;15.22;23.54;55.17.00;6.57;16.23;15.42;74.21.00;2225;189.15.00;65.21.00;73.33.00;27.46.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
615;Sopropo, slices;Asian;16;Natural;Sweet;raw;Food;60.22.00;127.54.00;70.50.00;8.02;57.40.00;163.18.00;72.50.00;0.14;53.20.00;16.17;12.14;26.40.00;51.57.00;7.02;13.02;13.17;66.55.00;2323;49.46.00;65.26.00;69.25.00;31.49.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
616;Tamarillo, whole;Western;4;Natural;Sweet;raw;Food;52.19.00;136.42.00;155.35.00;7.44;51.46.00;164.10.00;77.33.00;0.15;47.43.00;14.04;7.05;163.17.00;53.37.00;7.42;8.01;14.43;45.47.00;2187;165.15.00;114.02.00;30.20.00;22.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617;Tamarillo, whole and parts;Western;5;Natural;Sweet;raw;Food;49.40.00;140.49.00;180.05.00;7.44;50.38.00;163.33.00;68.31.00;0.15;50.18.00;15.02;10.45;161.39.00;55.33.00;8.10;8.42;13.35;56.51.00;2663;126.53.00;103.08.00;52.00.00;11.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
618;Tamarind, whole;Asian;7;Natural;Sweet;raw;Food;63.20.00;110.29.00;228.46.00;13.55;48.53.00;161.13.00;58.54.00;0.15;58.26.00;17.49;14.53;44.41.00;45.50.00;9.28;18.11;22.41;81.20.00;1038;107.17.00;71.04.00;53.01.00;42.35.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;Tamarind, whole;Asian;7;Natural;Sweet;raw;Food;48.55.00;122.57.00;182.18.00;8.58;53.16.00;163.00.00;69.43.00;0.15;52.47.00;17.03;13.15;7.42;38.37.00;7.22;13.58;18.28;59.33.00;985;122.25.00;71.51.00;52.50.00;42.00.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;Tamarind, whole and cut;Asian;8;Natural;Sweet;raw;Food;28.41.00;95.18.00;182.50.00;11.50;54.37.00;162.12.00;63.09.00;0.15;53.25.00;15.17;13.28;22.26;37.30.00;9.22;14.24;21.50;71.01.00;1579;120.26.00;76.39.00;54.42.00;35.19.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;Tamarind_sweet, whole;Asian;6;Natural;Sweet;raw;Food;34.51.00;100.23.00;168.00.00;6.20;57.48.00;163.55.00;74.16.00;0.14;47.52.00;15.22;12.41;139.58.00;34.27.00;7.35;7.59;12.18;41.06.00;814;169.21.00;80.19.00;56.19.00;30.02.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;Tamarind_sweet, whole;Asian;6;Natural;Sweet;raw;Food;49.00.00;127.22.00;226.31.00;9.04;53.44.00;162.45.00;70.11.00;0.15;55.12.00;17.03;15.39;5.21;30.50.00;9.15;10.53;16.50;59.03.00;869;53.36.00;78.35.00;56.12.00;31.53.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;Tamarind_sweet, whole and peeled;Asian;6;Natural;Sweet;raw;Food;35.51.00;129.33.00;127.05.00;10.13;56.21.00;162.46.00;72.11.00;0.15;52.56.00;15.54;12.06;9.02;33.20.00;8.37;10.33;15.30;58.44.00;1259;103.48.00;80.35.00;55.26.00;30.39.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;Tamarind_sweet, peeled;Asian;5;Natural;Sweet;raw;Food;25.09.00;83.09.00;193.29.00;10.43;60.51.00;163.11.00;65.28.00;0.15;48.20.00;14.19;8.54;15.53;40.00.00;8.02;10.26;14.28;58.51.00;1437;83.31.00;90.22.00;48.35.00;27.43.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;Tomatillo, whole;Western;7;Natural;Savory;raw;Food;65.08.00;155.33.00;231.15.00;8.59;52.21.00;162.49.00;73.49.00;0.14;55.22.00;16.31;15.35;6.49;53.53.00;5.36;14.07;18.36;62.52.00;1353;126.46.00;67.47.00;71.58.00;26.55.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;Tomatillo, whole;Western;7;Natural;Savory;raw;Food;65.09.00;159.02.00;212.29.00;7.13;53.06.00;163.34.00;79.47.00;0.14;52.00.00;15.50;14.22;163.00.00;51.40.00;6.10;11.26;13.25;56.01.00;1537;135.21.00;66.56.00;73.16.00;26.28.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
627;Tomatillo, whole and parts;Western;7;Natural;Savory;raw;Food;43.25.00;111.43.00;119.53.00;5.30;61.16.00;164.22.00;67.37.00;0.14;47.04.00;13.32;11.33;154.12.00;48.20.00;5.43;7.36;9.46;45.29.00;1558;110.24.00;64.38.00;70.01.00;32.01.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
